Avg of 3 Human Tox	Ctr10.GSM1551187.A687	Ctr11.GSM1551188.A689	Ctr12.GSM1551185.A685	Ctr13.GSM1551184.A684	Ctr14.GSM1551173.A671	Ctr15.GSM1551183.A683	Ctr16.GSM1551174.A672	AD1.GSM1551178.A677	AD2.GSM1551181.A681	AD3.GSM1551177.A676	AD4.GSM1551179.A678	AD5.GSM1551176.A675	AD6.GSM1551175.A673	ADvCtrl.Group1	ADvCtrl.Group2
83	48.5408359262861	130.689194539816	89.1008191130475	97.7781318714243	184.311814054325	153.149929019373	56.3950171191901	2443.38623159968	330.729150252256	4775.49678525207	114.192975747833	1727.40631064151	540.031776688914	108.566534520494	1655.20720503037
84	2.65457696471878	1.79026293890161	1.9551903880606	2.96297369307345	40.2935196677241	8.9932600805849	18.29027582244	252.413902453247	0.370772589968896	1394.41643563736	132.483625542941	191.663094320188	188.086320679883	10.9914370793576	359.9056918706
85	0	0	0.279312912580086	0	0	0	0	4.91396305879131	0	1.30116619188558	0.24717094317713	4.87692351959767	0.260507369362718	0.039901844654298	1.9332885138024
86	22.7535168404466	24.7653039881389	151.666911530987	94.8151581783506	68.0023686269011	90.4616161047069	17.27414938786	1243.2326538742	40.7849848965786	251.125075033918	58.0851716466255	661.310829257443	208.926910228899	67.1055749510559	410.577604156277
87	6.82605505213399	3.28214872131961	92.4525740640084	26.9959825368915	13.4311732225747	14.2834130691643	44.20149990423	300.570740429402	11.1231776990669	155.489359930327	141.381779497319	625.221595212421	157.346451095082	28.7818352243318	231.855517310604
88	4.92992864876344	5.96754312967203	10.6138906780433	6.25516668537729	17.4379517889731	14.5479207185932	15.2418965187	493.361891102646	9.2693147492224	47.4925660038237	20.2680173405247	76.5676992576834	19.2775453328411	10.7134711668747	111.039505631123
89	325.375290818387	187.977608584668	319.813284904199	192.922509349005	288.71379078442	289.900383774148	153.94315483887	1880.73746136806	242.114501249689	429.384843322242	3610.92030887469	1343.59242964916	360.542199198003	251.235146150528	1311.2152906103
90	1.51690112269644	5.37078881670482	3.35175495096103	4.93828948845576	37.2461106172239	10.0512906783008	18.29027582244	145.617105308849	3.33695330972006	61.1548110186223	109.991069713823	20.97077113427	95.3456971867548	11.5379159281118	72.7360679453398
91	5.68837921011166	14.0237263547293	22.903658831567	8.55970177998998	64.9549595764011	35.7085326729106	98.5642641542602	2027.17356052004	43.0096204363919	293.846698334161	10.8755214997937	201.416941359384	125.56455203283	35.7718889399957	450.314482363767
92	4.55070336808933	2.68539440835242	1.39656456290043	0.658438598460768	3.16027605237052	0.793522948286904	4.06450573832	83.8649695367051	3.70772589968896	1.95174928782837	16.3132822496905	17.0692323185919	34.1264653865162	2.47277223954005	26.1722374465035
93	12.8936595429198	9.54806900747524	9.21732611514284	20.7408158515142	20.7675283441491	33.063456178621	20.3225286916	73.3818483446169	62.2897951147745	63.1065603064507	95.4079840663723	138.504627956575	118.270345690673	18.0790548187745	91.826860246577
94	0	0	0	0	0.846502514027816	0.529015298857936	0.508063217290001	8.84513350582435	0.370772589968896	1.95174928782837	1.48302565906278	4.87692351959767	2.08405895490175	0.269083004310822	3.2686105861973
95	2.27535168404466	19.6928923279177	9.775951940303	137.613667078301	6.60271960941696	16.9284895634539	4.06450573832	1146.26378284739	25.9540812978227	72.4315846816306	72.4210863508993	636.438519307496	80.4967771330799	28.136225420251	339.000971936388
96	0	0	0	0.658438598460768	0	0.264507649428968	0	15.2332854822531	0.370772589968896	0.21686103198093	0	11.2169240950746	0.260507369362718	0.131849463984248	4.54972509477338
97	1.89612640337055	0.298377156483601	0	0	7.11062111783365	0.529015298857936	2.03225286916	91.235914124892	1.11231776990669	156.356804058251	5.19058980671973	61.9369286988905	18.7565305941157	1.69519897795796	55.7648475087959
98	0	0	7.54144863966232	0	1.8623055308612	0.529015298857936	3.04837930374	28.0095894351104	1.11231776990669	6.72269199140883	36.5812995902153	34.1384646371837	43.2442233142113	1.85444982473164	24.9680977896727
99	0	0	0.558625825160172	0.329219299230384	0.169300502805563	0	0	0.655195074505508	1.48309035987558	1.51802722386651	2.4717094317713	0.487692351959767	7.03369897279339	0.15102080388516	2.27490223579534
100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	0	0	0	0	0	0	0	0.327597537252754	0	0.43372206396186	1.23585471588565	0	1.04202947745087	0	0.506533965758522
102	0.379225280674111	0	0.558625825160172	0	0.225734003740751	0	0	0.327597537252754	1.48309035987558	1.30116619188558	1.48302565906278	1.4630770558793	0.521014738725436	0.166226444225005	1.09649525711357
103	0.379225280674111	0.596754312967203	0.279312912580086	1.64609649615192	0.282167504675939	0.793522948286903	0	10.3193224234618	0.370772589968896	0.65058309594279	0.741512829531391	8.29076998331604	1.04202947745087	0.568154207905166	3.56916506661197
104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	0	0.298377156483601	0	0.329219299230384	0.902936014963004	0	0	2.62078029802203	1.85386294984448	0	18.2906497951076	0	1.30253684681359	0.218647495810998	4.01130498163128
106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	1.89612640337055	4.17728019077042	4.18969368870129	5.26750878768615	11.6817346935839	3.96761474143451	4.06450573832001	102.538029160112	1.85386294984448	58.986200698813	6.17927357942826	40.9661575646205	2.08405895490175	5.03492346340955	35.4345971512867
110	10.239082578201	22.3782867362701	17.8760264051255	11.5226754730634	33.5214995555016	26.4507649428968	50.8063217290001	1370.01290079102	15.9432213686625	205.584258317921	0	51.6953893077353	53.4040107193572	24.6849510600083	282.773296750783
111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
